Time-steps,Ep. Len,Ep. Reward,Policy Grad. Loss,Value Loss,Entropy Loss,KL Divergence,Total Loss
2048,,,,,,,
4096,2281.0,-4055.0,-0.0401306766201742,771.7070016860962,-0.6831025097519159,0.019553743,770.9837684997241
6144,2281.0,-3497.0,-0.0468103593011619,406.11035523414614,-0.6204980835318565,0.023907956,405.4430467913131
8192,2281.0,-2829.0,-0.0410099308413919,110.76568024158476,-0.4766883709467947,0.049052,110.24798193979657
10240,2281.0,-1973.0,-0.0304793366143712,53.57365407347679,-0.2827988821081817,0.10831267,53.26037585475424
12288,2281.0,-1251.8,-0.0128192095522535,147.03008719682694,-0.1533827681094408,0.003503745,146.86388521916524
14336,2281.0,-746.0,-0.0095636426907731,57.027930998802184,-0.1108658792916685,0.0050996253,56.907501476819746
16384,2281.0,-353.0,-0.0081029301378293,54.83708392381668,-0.0781456457450986,0.0065357713,54.75083534793375
18432,2281.0,-45.5,-0.0036813982660532,61.98272150456906,-0.044064486422576,0.00040228336,61.934975619880426
20480,2281.0,-45.5,-0.0030092922126641,64.80776401758195,-0.0347027981071732,0.00040633563,64.7700519272621
22528,2281.0,192.33333333333337,-0.0035748372989473,49.732466319203375,-0.0258481855446007,0.0003872461,49.70304329635982
24576,2281.0,388.0,-0.0010291807411704,45.61055636703968,-0.0206878348748432,0.0001644541,45.588839351423665
26624,2281.0,547.5454545454545,-0.0009688554055173,36.04895167946815,-0.0152615221450105,0.00024871208,36.032721301917626
28672,2281.0,683.0,-0.0004328454335336,31.947550075501205,-0.0113043150995508,0.00025863387,31.93581291496812
30720,2281.0,799.0,-7.157119107432663e-05,28.68983338996768,-0.0097059043924673,0.00020030887,28.680055914384138
32768,2281.0,897.5714285714286,-0.0005825523316161,27.311168069392444,-0.0079015341085323,0.00019882247,27.302683982952296
34816,2281.0,984.2,-0.0001087907519831,27.388739074766637,-0.0072530997982539,0.00025775618,27.381377184216397
36864,2281.0,1059.625,-0.0002833629332599,27.550282260403037,-0.0061929322855576,0.00020913081,27.54380596518422
38912,2281.0,1126.1764705882354,-2.923465362982825e-05,28.735654986649752,-0.0067480999881809,3.0875322e-05,28.72887765200794
40960,2281.0,1126.1764705882354,-0.000156801185949,30.499825040996075,-0.0058959652604244,0.00097229885,30.493772274549702
43008,2281.0,1185.0,-0.0007358469767495,2.9528028218075635,-0.0077573513044626,0.00012336955,2.9443096235263515
45056,2281.0,1237.9473684210527,-0.0006073403434129,31.873193573579194,-0.0087220723209611,0.00017500961,31.86386416091482
47104,2281.0,1285.0,-0.0009246629408153,32.78554076030851,-0.0089570383657701,0.00038965515,32.77565905900192
49152,2281.0,1327.571428571429,-0.000200192205375,33.511584433540705,-0.0082186222527525,0.00043247495,33.50316561908257
51200,2281.0,1366.5454545454545,-0.0004115087023819,34.24473113901913,-0.0063675323523057,0.0011733545,34.23795209796444
53248,2281.0,1401.8695652173913,-0.0004667234738008,34.21405976749956,-0.0049997291494946,8.9578214e-05,34.20859331487627
55296,2281.0,1434.0,-0.0001218981080455,34.682019863650204,-0.0051328618203115,0.0005640391,34.67676510372184
57344,2281.0,1464.04,-0.0004560761750326,35.786121456697586,-0.0041809055185694,0.0004312077,35.781484475003985
59392,2281.0,1491.7692307692307,-0.0001123107576859,35.54695381000638,-0.0037982295481015,0.0001931841,35.54304326970059
61440,2281.0,1491.7692307692307,0.0003008197032613,36.08397254683077,-0.0030788119654971,6.696819e-05,36.08119455456854
63488,2281.0,1517.6666666666667,0.0002607661735964,1.864257935527712,-0.0031499660740337,0.0012034657,1.8613687356272748
65536,2281.0,1541.928571428571,-0.0004104468447621,36.74679178446531,-0.003304207804831,0.00017525295,36.74307712981572
67584,2281.0,1564.5172413793102,-0.0004027437680633,36.78668545559049,-0.0034213450971037,0.00022644251,36.78286136672532
69632,2281.0,1585.2,-6.279970257310197e-05,36.67017273940146,-0.0034809292817953,2.7807022e-05,36.66662901041709
71680,2281.0,1604.741935483871,-0.0008381026113056,38.86040031425655,-0.0031832349647174,0.00044485292,38.85637897668053
73728,2281.0,1623.25,-0.0001172472082544,36.408833355270325,-0.0027695510176272,4.1580206e-05,36.405946557044444
75776,2281.0,1640.4545454545455,0.0001446183588996,36.512395955249666,-0.0030335168953229,0.00056115736,36.50950705671325
77824,2281.0,1656.6470588235295,-0.0008317026033182,36.88319692462683,-0.0034871616920554,0.00035635364,36.87887806033145
79872,2281.0,1672.0857142857142,5.0441372150089594e-05,37.089584501087664,-0.0029991529061476,0.00028991944,37.08663578955367
81920,2281.0,1672.0857142857142,0.0001248392945853,36.98814182095229,-0.0026409964921413,9.7071985e-05,36.98562566375474
83968,2281.0,1687.0,-0.0002870696465834,1.4780335194896908,-0.0028700158584456,0.00048132768,1.4748764339846618
86016,2281.0,1700.6216216216217,-0.0003762867650948,37.685280319303274,-0.0029233915500981,0.00023170588,37.68198064098808
88064,2281.0,1713.3684210526317,-0.0004741102937259,37.26983214132488,-0.0025385299248,0.00023260774,37.26681950110636
90112,2281.0,1725.7692307692307,-0.0001872681415989,37.04066785313189,-0.0025730700850317,0.00018211412,37.03790751490526
92160,2281.0,1737.7,-0.0003122038120636,37.08166133724153,-0.002440604386976,0.00012474801,37.07890852904249
94208,2281.0,1748.7560975609756,-0.0004756208902108,37.26418421901762,-0.0026766398014501,0.00017864183,37.26103195832596
96256,2281.0,1759.2857142857142,-8.206142229028046e-05,36.96791615895927,-0.0026083773886028,0.0004126561,36.965225720148375
98304,2281.0,1769.6046511627908,-0.0005228849055129,37.331671103835106,-0.0030421792858817,0.000467354,37.32810603964371
100352,2281.0,1769.6046511627908,0.0005103798117488,37.079769012331965,-0.0025739127400584,0.00010816792,37.077705479403654
